S No,Customer Enquiry Description,GGPL Quote Description (Ground Truth),TYPE OF PRODUCT,NON STANDARD
290,"1"" x 4.5mm Nom Thk Gasket Spiral Wound CL1500 Dims to ASME B16.20, Alloy 825 Windings EXFOLIATED EXPANDED GRAPHITE FillerAlloy 825 Inner Ring CS Outer Ring","SIZE: 1"" X 1500# X 4.5MM THK, ALLOY 825 SPIRAL WOUND GASKET WITH EXFOLIATED EXPANDED GRAPHITE FILLER + ALLOY 825 INNER RING & CS OUTER RING, ASME B16.20",SPW,
291,"1"" x 4.5mm Nom Thk Gasket Spiral Wound CL1500 Dims to ASME B16.20, Alloy 825 Windings EXFOLIATED EXPANDED GRAPHITE FillerAlloy 825 Inner Ring CS Outer Ring","SIZE: 1"" X 1500# X 4.5MM THK, ALLOY 825 SPIRAL WOUND GASKET WITH EXFOLIATED EXPANDED GRAPHITE FILLER + ALLOY 825 INNER RING & CS OUTER RING, ASME B16.20",SPW,
292,"1"" x 4.5mm Nom Thk Gasket Spiral Wound CL1500 Dims to ASME B16.20, Alloy 825 Windings EXFOLIATED EXPANDED GRAPHITE FillerAlloy 825 Inner Ring CS Outer Ring","SIZE: 1"" X 1500# X 4.5MM THK, ALLOY 825 SPIRAL WOUND GASKET WITH EXFOLIATED EXPANDED GRAPHITE FILLER + ALLOY 825 INNER RING & CS OUTER RING, ASME B16.20",SPW,
293,"1"" x 4.5mm Nom Thk Gasket Spiral Wound CL1500 Dims to ASME B16.20, Alloy 825 Windings EXFOLIATED EXPANDED GRAPHITE FillerAlloy 825 Inner Ring CS Outer Ring","SIZE: 1"" X 1500# X 4.5MM THK, ALLOY 825 SPIRAL WOUND GASKET WITH EXFOLIATED EXPANDED GRAPHITE FILLER + ALLOY 825 INNER RING & CS OUTER RING, ASME B16.20",SPW,
294,"14"" x 4.5mm Nom Thk Gasket Spiral Wound CL2500AISI Dims to ASME B16.20, 316(L) Windings Flexible Graphite FillerAISI 316(L) Inner Ring CS Outer Ring","SIZE: 14"" X 2500# X 4.5MM THK, SS316L SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316L INNER RING & CS OUTER RING, ASME B16.20",SPW,
295,"14"" x 4.5mm Nom Thk Gasket Spiral Wound CL2500AISI Dims to ASME B16.20, 316(L) Windings Flexible Graphite FillerAISI 316(L) Inner Ring CS Outer Ring","SIZE: 14"" X 2500# X 4.5MM THK, SS316L SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316L INNER RING & CS OUTER RING, ASME B16.20",SPW,
8,"RING JOINT GASKET; - 3/4 "" NS; FOR RTJ FLANGE; 1500 lb; OCTAGONAL R TYPE; SOFT IRON","SIZE: R-14, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, ASME B16.20",RTJ,
9,"RING JOINT GASKET; - 1 1/2 "" NS; FOR RTJ FLANGE; 1500 lb; OCTAGONAL R TYPE; SOFT IRON","SIZE: R-20, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, ASME B16.20",RTJ,
10,"RING JOINT GASKET; - 2 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON","SIZE: R-24, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, ASME B16.20",RTJ,
11,"RING JOINT GASKET; - 8 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON","SIZE: R-49, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, ASME B16.20",RTJ,
12,"RING JOINT GASKET; - 14 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON","SIZE: R-62, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, ASME B16.20",RTJ,
13,"RING JOINT GASKET; - 3/4 "" NS; FOR RTJ FLANGE; 1500 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-14, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
14,"RING JOINT GASKET; - 1 1/2 "" NS; FOR RTJ FLANGE; 1500 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-20, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
15,"RING JOINT GASKET; - 2 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-24, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
16,"RING JOINT GASKET; - 4 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-37, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
17,"RING JOINT GASKET; - 6 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-45, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
18,"RING JOINT GASKET; - 8 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-49, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
19,"RING JOINT GASKET; - 12 "" NS; FOR RTJ FLANGE; 900 lb; OCTAGONAL R TYPE; SOFT IRON; NACE MR-01-75 / ISO 15156","SIZE: R-57, RTJ, OCTAGONAL, SOFT IRON, 90 BHN HARDNESS, NACE MR-01-75 / ISO 15156, ASME B16.20",RTJ,
1,"4GASKET RF 150#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 4"" X 150# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
2,"¾GASKET RF 150#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 3/4"" X 150# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
3,"24GASKET RF 600#, ASME B16.20 Gasket Cam profile, SS 316/ SS
 316L GPH, INR SS 316/316L CS centering ring.","SIZE: 24"" X 600# X 4.5MM THK,SS316/SS316L KAMMPROFILE GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",KAMM,
4,"32GASKET RF 600#, ASME B16.20 Gasket Cam profile, SS 316/ SS
 316L GPH, INR SS 316/316L CS centering ring.","SIZE: 32"" X 600# X 4.5MM THK,SS316/SS316L KAMMPROFILE GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.47 (SERIES - B)",KAMM,
5,"¾GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 3/4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
6,"2GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 2"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
7,"2GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 2"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
8,"2GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 2"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
9,"4GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
10,"4GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
11,"4GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
12,"6GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 6"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
13,"6GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 6"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
14,"8GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 8"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
15,"10GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 10"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
16,"12GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 12"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
17,"14GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 14"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
18,"16GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 16"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
19,"20GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 20"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
20,"24GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 24"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
21,"24GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 24"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
22,"32GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 32"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20 (SERIES-B)",SPW,
23,"½GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 1/2"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
24,"¾GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 3/4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
25,"¾GASKET RF 600#, ASME B16.20 SPRL WND, SS 316/ SS 316L WDG GPH FLR, SS 316/ SS 316L INR & OTR
 RING &CS centering Ring.","SIZE: 3/4"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.20",SPW,
26,"32GASKET RF 600#, ASME B16.20 (FOR SERIES A FLANGE) SPRL WND, SS 316/ SS 316L WDG GPH FLR,
 SS 316/ SS 316L INR & OTR RING &CS centering Ring.","SIZE: 32"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.47 (SERIES-A)",SPW,
27,"32GASKET RF 600#, ASME B16.20 (FOR SERIES B FLANGE) SPRL WND, SS 316/ SS 316L WDG GPH FLR,
 SS 316/ SS 316L INR & OTR RING &CS centering Ring","SIZE: 32"" X 600# X 4.5MM THK, SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316/SS316L INNER RING & CS OUTER RING,ASME B16.47 (SERIES-B)",SPW,
28,"2GASKET RF 900#, ASME B16.20 SPRL WND, SS 316
 WDG GPH FLR, SS 316 INR & CS centering Ring.","SIZE: 2"" X 900# X4.5MM THK,SS316/SS316L SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING,ASME B16.20",SPW,
29,"32INST. KIT GASKET RF 600#, ASME B16.20 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 32"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
30,"2INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 2"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
31,"2INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 2"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
32,"16INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL
 RING: PTFE SS PRES ENRG SPIRL SPRING.","SIZE: 16"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
33,"20INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 20"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
34,"32INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 32"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
35,"½INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL
 RING: PTFE SS PRES ENRG SPIRL SPRING.","SIZE: 1/2"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
36,"¾INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL
 SPRING.","SIZE: 3/4"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
37,"2INSULATING GASKET KIT 600#, ASME B16.5 TYPE-F, GRE G-10
 WITH SS 316/ SS 316L CORE, SLEEVES: GRE/MYLAR, SEAL RING: PTFE SS PRES ENRG SPIRL SPRING.","SIZE: 2"" X 600#,INSULATING GASKET KIT,GRE G-10 WITH SS316/SS316L CORE,SLEEVES: GRE/MYLAR, SEAL RING,PTFE SSPRES ENRG SPIRAL RING,RF,(NON FIRE SAFE)",ISK,
1,"SW Gasket to ASME B16.20, 4.5 mm thick, Duplex F51 (UNS S31803) with Graphite filler and Duplex centering/inner ring, suitable for ASME B16.5 2"" 600#","SIZE: 2"" X 600# X 4.5MM THK,DUPLEX F51 (UNS S31803) SPIRAL WOUND GASKET WITH GRAPHITE FILLER + DUPLEX INNER RING & DUPLEX OUTER RING,ASME B16.20",SPW,
3,"GASKET SW Gasket to ASME B16.20, 4.5 mm thick, Duplex F51 (UNS S31803) with Graphite filler and Duplex centering/inner ring, suitable for ASME B16.5 4"" 600# 4"" 600#","SIZE: 4"" X 600# X 4.5MM THK,DUPLEX F51 (UNS S31803) SPIRAL WOUND GASKET WITH GRAPHITE FILLER + DUPLEX INNER RING & DUPLEX OUTER RING,ASME B16.20",SPW,
4,"GASKET SW Gasket to ASME B16.20, 4.5 mm thick, Duplex F51 (UNS S31803) with Graphite filler and Duplex centering/inner ring, suitable for ASME B16.5 4"" 600# 4"" 600#","SIZE: 4"" X 600# X 4.5MM THK,DUPLEX F51 (UNS S31803) SPIRAL WOUND GASKET WITH GRAPHITE FILLER + DUPLEX INNER RING & DUPLEX OUTER RING,ASME B16.20",SPW,
18,GasketEPDMEN 681 & EN 1514800PN16Sewerage/TSE/Hot water,"SIZE : 800 DN X PN16# X 3 MM THK, EPDM RUBBER WITH STEEL INSERT, FF, ASME B16.21",Soft Cut,
19,GasketEPDMEN 681 & EN 1514900PN16Sewerage/TSE/Hot water,"SIZE : 900 DN X PN16# X 3 MM THK, EPDM RUBBER WITH STEEL INSERT, FF, ASME B16.21",Soft Cut,
20,GasketEPDMEN 681 & EN 15141000PN16Sewerage/TSE/Hot water,"SIZE : 1000 DN X PN16# X 3 MM THK, EPDM RUBBER WITH STEEL INSERT, FF, ASME B16.21",Soft Cut,
21,GasketEPDMEN 681 & EN 15141200PN16Sewerage/TSE/Hot water,"SIZE : 1200 DN X PN16# X 3 MM THK, EPDM RUBBER WITH STEEL INSERT, FF, ASME B16.21",Soft Cut,
22,Insulation gasket kitEPDMEN 681 & EN 151425PN16Sewerage/TSE/Hot water,"SIZE : 25 DN X PN16#, INSULATING GASKET KIT, G10 WITH EPDM ""O"" RING, G10 WASHER, MS WASHER, G10 SLEEVES, WITHOUT STEEL CORE, FF, (NON-FIRE SAFE)",ISK,
23,Insulation gasket kitEPDMEN 681 & EN 151450PN16Sewerage/TSE/Hot water,"SIZE : 50 DN X PN16#, INSULATING GASKET KIT, G10 WITH EPDM ""O"" RING, G10 WASHER, MS WASHER, G10 SLEEVES, WITHOUT STEEL CORE, FF, (NON-FIRE SAFE)",ISK,
3,"RJ GASKET, B16.20 SOFT IRON-D, OCTAGON SHAPE FOR RTJ FLANGE B16.5 CL 1500 # R39 NPS 4","SIZE: R-39,OCTAGONAL,SOFT IRON,90 BHN HARDNESS,ASME B16.20",RTJ,
4,"RJ GASKET, B16.20 SOFT IRON-D, OCTAGON SHAPE FOR RTJ FLANGE B16.5 CL 1500 # R46 NPS 6","SIZE: R-46,OCTAGONAL,SOFT IRON,90 BHN HARDNESS,ASME B16.20",RTJ,
1,#3003mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 1.5"" X 300# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
2,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 2"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
3,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 2"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
4,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Flat Face,"SIZE: 3"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,FF,ASME B16.21",Soft Cut,
5,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 3"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
6,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 3"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
7,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 4"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
8,Outer is CS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 4"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING,ASME B16.20",SPW,
9,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 4"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
10,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 6"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
11,Outer is CS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 6"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & CS OUTER RING,ASME B16.20",SPW,
12,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 6"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
13,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 10"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
14,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 10"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
15,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 12"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
16,Outer is SS & inner Is SS#1503mmGraphite Spiral Wound SS 316 - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 12"" X 150# X 4.5MM THK, SS316 SPIRAL WOUND GASKET WITH GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING,ASME B16.20",SPW,
17,#1503mmGraphite Flat Ring With SS316 Tanged Insert - Certificate EN 10204 2.2Slip on - Raised Face,"SIZE: 14"" X 150# X 3MM THK GRAPHITE WITH SS316 TANGED INSERT,RF,ASME B16.21",Soft Cut,
